,year,factor,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
36,2008-01-01,LE,0.7791394035445698,0.6601216271632258,0.34501808829795866,0.571468834994989,0.66214521202706,0.7336598517145874,0.2327847192386051,0.5823624726863299,0.6687794697438164,0.7792921922705351
37,2009-01-01,LE,1.0108490056955453,0.5707212256772933,0.4506860912786588,0.8007977629972428,0.8062063253458116,0.9980422875476161,0.3255649201283583,0.785206879022663,0.46259692021471205,1.0501474863261138
38,2010-01-01,LE,1.0396459568035217,0.5688431446833876,0.5394449203189442,0.7349687787503099,0.9552299748884754,0.7776377674937646,0.37954734178684896,1.055982872162303,0.6710514732459174,1.3023705153487803
39,2011-01-01,LE,1.0872309671154985,0.5484928949588124,0.5479786008526063,0.6577092460608989,0.8709905276162065,0.7130545544759056,0.37989331752991473,1.0024722985946928,0.6840110716236057,1.284112987710632
40,2012-01-01,LE,1.2898983468511518,0.6220343697361144,0.673031477145216,0.7724069803289176,0.6886829951348225,0.8403994541841749,0.41411349681480814,1.179438782662016,0.8062734737340758,1.3677819349461473
41,2013-01-01,LE,1.6261511559991453,0.8215551269477721,0.9224955308502997,0.9805141718770158,0.8209073977288974,1.0487763386570468,0.6795331401674629,1.4033726637954407,1.2721017776456944,1.9078923588819845
42,2014-01-01,LE,1.6995181362422074,0.9058501876554714,1.342144074875741,1.1411300196614669,0.9046577207281241,1.1436536497035181,0.725293257041317,1.5591365770681458,1.4457634189102204,1.8782987514114922
43,2015-01-01,LE,1.6998857079726415,0.922061528529692,1.2789168580054626,1.079312382076217,0.982174683698776,1.1683139794257875,0.7101741424792614,1.4636388336004895,1.4987754847750023,1.8743439608561066
44,2016-01-01,LE,,,,,,1.04865667201738,,,,
45,2017-01-01,LE,,,,,,1.193737126181532,,,,
46,2018-01-01,LE,,,,,,1.1660098317876075,,,,
47,2019-01-01,LE,,,,,,1.3998690476699889,,,,
